CNES;CODUFMUN;COD_CEP;CPF_CNPJ;PF_PJ;NIV_DEP;CNPJ_MAN;COD_IR;REGSAUDE;MICR_REG;DISTRSAN;DISTRADM;VINC_SUS;TPGESTAO;ESFERA_A;RETENCAO;ATIVIDAD;NATUREZA;CLIENTEL;TP_UNID;TURNO_AT;NIV_HIER;TERCEIRO;TP_PREST;GESPRG1E;GESPRG1M;GESPRG2E;GESPRG2M;GESPRG4E;GESPRG4M;NIVATE_A;GESPRG3E;GESPRG3M;GESPRG5E;GESPRG5M;GESPRG6E;GESPRG6M;NIVATE_H;AP01CV01;AP01CV02;AP01CV05;AP01CV06;AP01CV03;AP01CV04;AP01CV07;AP02CV01;AP02CV02;AP02CV05;AP02CV06;AP02CV03;AP02CV04;AP02CV07;AP03CV01;AP03CV02;AP03CV05;AP03CV06;AP03CV03;AP03CV04;AP03CV07;AP04CV01;AP04CV02;AP04CV05;AP04CV06;AP04CV03;AP04CV04;AP04CV07;AP05CV01;AP05CV02;AP05CV05;AP05CV06;AP05CV03;AP05CV04;AP05CV07;AP06CV01;AP06CV02;AP06CV05;AP06CV06;AP06CV03;AP06CV04;AP06CV07;AP07CV01;AP07CV02;AP07CV05;AP07CV06;AP07CV03;AP07CV04;AP07CV07;ATEND_PR;IDEQUIPE;TIPO_EQP;NOME_EQP;ID_AREA;NOMEAREA;ID_SEGM;DESCSEGM;TIPOSEGM;DT_ATIVA;DT_DESAT;QUILOMBO;ASSENTAD;POPGERAL;ESCOLA;INDIGENA;PRONASCI;MOTDESAT;TP_DESAT;COMPETEN;NAT_JUR
0010502;530010;73010901;00394700001422;3;3;00394700000108;NA;06;NA;0170;NA;1;E;NA;NA;05;NA;03;05;06;NA;NA;99;0;0;1;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010060600471453;23;EMAP 01 - SOBRADINHO;5300100606;EMAP 01 - SOBRADINHO;53001001;SEGMENTO URBANO;1;201207;900001;0;0;1;0;0;0;00;0;202212;1023
0010502;530010;73010901;00394700001422;3;3;00394700000108;NA;06;NA;0170;NA;1;E;NA;NA;05;NA;03;05;06;NA;NA;99;0;0;1;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010060800471461;22;EMAD 01 - SOBRADINHO;5300100608;EMAD 01 - SOBRADINHO;53001001;SEGMENTO URBANO;1;201707;900001;0;0;0;0;0;0;00;0;202212;1023
0010502;530010;73010901;00394700001422;3;3;00394700000108;NA;06;NA;0170;NA;1;E;NA;NA;05;NA;03;05;06;NA;NA;99;0;0;1;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010063600471445;22;EMAD 02 - SOBRADINHO;5300100636;EMAD 02 - SOBRADINHO;53001001;SEGMENTO URBANO;1;202109;900001;0;0;0;0;0;0;00;0;202212;1023
0010529;530010;73310000;00394700001180;3;3;00394700000108;NA;06;NA;0120;NA;1;E;NA;NA;04;NA;03;05;06;NA;NA;99;0;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010000200469556;22;EMAD 1 - PLANALTINA;5300100002;EMAD 1 - PLANALTINA;53001001;SEGMENTO URBANO;1;201212;900001;0;0;0;0;0;0;00;0;202212;1023
0010529;530010;73310000;00394700001180;3;3;00394700000108;NA;06;NA;0120;NA;1;E;NA;NA;04;NA;03;05;06;NA;NA;99;0;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010200302165007;22;EMAD2 DE PLANALTINA;5300102003;EMAD2 DE PLANALTINA;53001001;SEGMENTO URBANO;1;202102;900001;0;0;0;0;0;0;00;0;202212;1023
0010545;530010;72720660;00394700000701;3;3;00394700000108;NA;05;NA;0010;NA;1;E;NA;NA;04;NA;03;05;06;NA;NA;99;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000101584413;22;AREA 0001;5300100001;ESF 01 - UBS 02 AC;53001001;SEGMENTO URBANO;1;202102;900001;0;0;0;0;0;0;00;0;202212;1023
0010618;530010;72016010;00394700001007;3;3;00394700000108;NA;08;NA;0180;NA;1;E;NA;NA;03;NA;03;07;06;NA;NA;99;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000102239523;75;PSICOGERIATRIA;5300100001;ESF 01 - UBS 02 AC;53001001;SEGMENTO URBANO;1;202202;900001;0;0;0;0;0;0;00;0;202212;1023
0010618;530010;72016010;00394700001007;3;3;00394700000108;NA;08;NA;0180;NA;1;E;NA;NA;03;NA;03;07;06;NA;NA;99;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000202239531;75;DEFICIT INTELEC-AUTISMO ADULTO;5300100002;EMAD 1 - PLANALTINA;53001001;SEGMENTO URBANO;1;202202;900001;0;0;0;0;0;0;00;0;202212;1023
0010626;530010;72155000;00000000000000;3;3;00394700000108;NA;04;NA;0180;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010064600471682;70;ESF 05 AMARELA - UBS 05 TAG;5300100646;ESF 05 AMARELA - UBS 05 TAG;53001001;SEGMENTO URBANO;1;201912;900001;0;0;0;0;0;0;00;0;202212;1023
0010626;530010;72155000;00000000000000;3;3;00394700000108;NA;04;NA;0180;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000101923471;71;ESB 01 - UBS 05 TAG;5300100001;ESF 01 - UBS 02 AC;53001001;SEGMENTO URBANO;1;202006;900001;0;0;0;0;0;0;00;0;202212;1023
0010626;530010;72155000;00000000000000;3;3;00394700000108;NA;04;NA;0180;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010067601660543;70;ESF 02 ROSA - UBS 05 TAG;5300100676;ESF 02 ROSA - UBS 05 TAG;53001001;SEGMENTO URBANO;1;201805;900001;0;0;0;0;0;0;00;0;202212;1023
0010626;530010;72155000;00000000000000;3;3;00394700000108;NA;04;NA;0180;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000302064049;71;ESB 03 - UBS 05 TAG;5300100003;ESF 03 - UBS 01 AC;53001001;SEGMENTO URBANO;1;202007;900001;0;0;0;0;0;0;00;0;202212;1023
0010626;530010;72155000;00000000000000;3;3;00394700000108;NA;04;NA;0180;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010065301478338;73;ECR 01 - UBS 05 TAG;5300100653;ECR 01 - UBS 05 TAG;53001001;SEGMENTO URBANO;1;201311;900001;0;0;0;0;0;0;00;0;202212;1023
0010626;530010;72155000;00000000000000;3;3;00394700000108;NA;04;NA;0180;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010069701709763;70;ESF 06 ROXA - UBS 05 TAG;5300100697;ESF 06 ROXA - UBS 05 TAG;53001001;SEGMENTO URBANO;1;202003;900001;0;0;0;0;0;0;00;0;202212;1023
0010626;530010;72155000;00000000000000;3;3;00394700000108;NA;04;NA;0180;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010066001641883;70;ESF 01 AZUL - UBS 05 TAG;5300100660;ESF 01 AZUL - UBS 05 TAG;53001001;SEGMENTO URBANO;1;201801;900001;0;0;0;0;0;0;00;0;202212;1023
0010626;530010;72155000;00000000000000;3;3;00394700000108;NA;04;NA;0180;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010067801660578;70;ESF 04 VERMELHA - UBS 05 TAG;5300100678;ESF 04 VERMELHA - UBS 05 TAG;53001001;SEGMENTO URBANO;1;201805;900001;0;0;0;0;0;0;00;0;202212;1023
0010626;530010;72155000;00000000000000;3;3;00394700000108;NA;04;NA;0180;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010067701660551;70;ESF 03 VERDE - UBS 05 TAG;5300100677;ESF 03 VERDE - UBS 05 TAG;53001001;SEGMENTO URBANO;1;201805;900001;0;0;0;0;0;0;00;0;202212;1023
0010626;530010;72155000;00000000000000;3;3;00394700000108;NA;04;NA;0180;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000201923501;71;ESB 02 - UBS 05 TAG;5300100002;EMAD 1 - PLANALTINA;53001001;SEGMENTO URBANO;1;202006;900001;0;0;0;0;0;0;00;0;202212;1023
0010626;530010;72155000;00000000000000;3;3;00394700000108;NA;04;NA;0180;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000100470791;72;NASF UBS 05 TAG;5300100001;ESF 01 - UBS 02 AC;53001001;SEGMENTO URBANO;1;202007;900001;0;0;0;0;0;0;00;0;202212;1023
0010626;530010;72155000;00000000000000;3;3;00394700000108;NA;04;NA;0180;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010039700470090;70;ESF 07 LARANJA - UBS 05 TAG;5300100397;ESF 07 LARANJA - UBS 05 TAG;53001001;SEGMENTO URBANO;1;202006;900001;0;0;0;0;0;0;00;0;202212;1023
0010634;530010;71570210;00000000000000;3;3;00394700000108;NA;07;NA;0110;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000101905716;71;ESB 1 PARANOA;5300100001;ESF 01 - UBS 02 AC;53001001;SEGMENTO URBANO;1;201809;900001;0;0;0;0;0;0;00;0;202212;1023
0010634;530010;71570210;00000000000000;3;3;00394700000108;NA;07;NA;0110;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010220701668994;70;ESF EQ 17 - PRATA;5300102207;ESF EQ 17 - PRATA;53001001;SEGMENTO URBANO;1;202004;900001;0;0;0;0;0;0;00;0;202212;1023
0010634;530010;71570210;00000000000000;3;3;00394700000108;NA;07;NA;0110;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010220601668986;70;ESF EQ 15 - DOURADA;5300102206;ESF EQ 15 - VERMELHA;53001001;SEGMENTO URBANO;1;201809;900001;0;0;0;0;0;0;00;0;202212;1023
0010634;530010;71570210;00000000000000;3;3;00394700000108;NA;07;NA;0110;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010220501668978;70;ESF EQ 12 - ROSA;5300102205;ESF EQ 12 - ROSA;53001001;SEGMENTO URBANO;1;201911;900001;0;0;0;0;0;0;00;0;202212;1023
0010634;530010;71570210;00000000000000;3;3;00394700000108;NA;07;NA;0110;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010223002237083;73;EQUIPE MESTRE DAMIAO;5300102230;EQUIPE CONSULTORIO NA RUA;53001001;SEGMENTO URBANO;1;202201;900001;0;0;0;0;0;0;00;0;202212;1023
0010634;530010;71570210;00000000000000;3;3;00394700000108;NA;07;NA;0110;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010032100469351;70;ESF EQ 09 - AMARELA;5300100321;ESF EQ 09 - AMARELA;53001001;SEGMENTO URBANO;1;201906;900001;0;0;0;0;0;0;00;0;202212;1023
0010634;530010;71570210;00000000000000;3;3;00394700000108;NA;07;NA;0110;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010220401668951;70;ESF EQ 11 - VERDE;5300102204;ESF EQ 11 - VERDE;53001001;SEGMENTO URBANO;1;201809;900001;0;0;0;0;0;0;00;0;202212;1023
0010634;530010;71570210;00000000000000;3;3;00394700000108;NA;07;NA;0110;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010220301668943;70;ESF EQ 08 - BRANCA;5300102203;ESF EQ 08 - BRANCA;53001001;SEGMENTO URBANO;1;202005;900001;0;0;0;0;0;0;00;0;202212;1023
0010634;530010;71570210;00000000000000;3;3;00394700000108;NA;07;NA;0110;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010220101642227;70;ESF EQ 16 - LARANJA;5300102201;ESF EQ 16 - LARANJA;53001001;SEGMENTO URBANO;1;201911;900001;0;0;0;0;0;0;00;0;202212;1023
0010634;530010;71570210;00000000000000;3;3;00394700000108;NA;07;NA;0110;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010220001642014;70;ESF EQ 14 - MARROM;5300102200;ESF EQ 14 - MARROM;53001001;SEGMENTO URBANO;1;202004;900001;0;0;0;0;0;0;00;0;202212;1023
0010634;530010;71570210;00000000000000;3;3;00394700000108;NA;07;NA;0110;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000101668293;72;NASF AROEIRA;5300100001;ESF 01 - UBS 02 AC;53001001;SEGMENTO URBANO;1;201906;900001;0;0;0;0;0;0;00;0;202212;1023
0010634;530010;71570210;00000000000000;3;3;00394700000108;NA;07;NA;0110;NA;1;E;NA;NA;03;NA;03;02;04;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000201905872;71;ESB 2 PARANOA;5300100002;EMAD 1 - PLANALTINA;53001001;SEGMENTO URBANO;1;201911;900001;0;0;0;0;0;0;00;0;202212;1023
