ESTADO_CODIGO;ESTADO_SIGLA;ESTADO_NOME;REGIAO_SAUDE_CODIGO;REGIAO_SAUDE_NOME;ANO;MES;REGIAO_SAUDE_POPULACAO;TIPO;REGIAO_SAUDE_QTDE_CAPS;REGIAO_SAUDE_IC
11;RO;Rondônia;11006;Cone Sul;2018;12;150724;CAPS I;3;0,9951965181391152
11;RO;Rondônia;11006;Cone Sul;2019;12;150724;CAPS I;2;0,6634643454260768
11;RO;Rondônia;11006;Cone Sul;2019;12;150724;CAPS II;1;0,6634643454260768
11;RO;Rondônia;11006;Cone Sul;2020;12;150724;CAPS I;2;0,6634643454260768
11;RO;Rondônia;11006;Cone Sul;2020;12;150724;CAPS II;1;0,6634643454260768
11;RO;Rondônia;11006;Cone Sul;2021;12;150724;CAPS I;2;0,6634643454260768
11;RO;Rondônia;11006;Cone Sul;2021;12;150724;CAPS II;1;0,6634643454260768
11;RO;Rondônia;11006;Cone Sul;2022;12;150724;CAPS I;2;0,6634643454260768
11;RO;Rondônia;11006;Cone Sul;2022;12;150724;CAPS II;1;0,6634643454260768
12;AC;Acre;12001;Alto Acre;2018;12;70821;CAPS I;2;1,4120105618390026
12;AC;Acre;12001;Alto Acre;2019;12;70821;CAPS I;2;1,4120105618390026
12;AC;Acre;12001;Alto Acre;2020;12;70821;CAPS I;2;1,4120105618390026
12;AC;Acre;12001;Alto Acre;2021;12;70821;CAPS I;2;1,4120105618390026
12;AC;Acre;12001;Alto Acre;2022;12;70821;CAPS I;2;1,4120105618390026
12;AC;Acre;12002;Baixo Acre e Purus;2018;12;523732;CAPS ALCOOL E DROGAS III - REGIONAL;1;0,19093734963683717
12;AC;Acre;12002;Baixo Acre e Purus;2018;12;523732;CAPS I;2;0,19093734963683717
12;AC;Acre;12002;Baixo Acre e Purus;2018;12;523732;CAPS II;1;0,19093734963683717
12;AC;Acre;12002;Baixo Acre e Purus;2019;12;523732;CAPS ALCOOL E DROGAS III - REGIONAL;1;0,19093734963683717
12;AC;Acre;12002;Baixo Acre e Purus;2019;12;523732;CAPS I;2;0,19093734963683717
12;AC;Acre;12002;Baixo Acre e Purus;2019;12;523732;CAPS II;1;0,19093734963683717
12;AC;Acre;12002;Baixo Acre e Purus;2020;12;523732;CAPS ALCOOL E DROGAS III - REGIONAL;1;0,19093734963683717
12;AC;Acre;12002;Baixo Acre e Purus;2020;12;523732;CAPS I;3;0,28640602445525576
12;AC;Acre;12002;Baixo Acre e Purus;2020;12;523732;CAPS II;1;0,19093734963683717
12;AC;Acre;12002;Baixo Acre e Purus;2021;12;523732;CAPS ALCOOL E DROGAS III - REGIONAL;1;0,19093734963683717
12;AC;Acre;12002;Baixo Acre e Purus;2021;12;523732;CAPS I;3;0,28640602445525576
12;AC;Acre;12002;Baixo Acre e Purus;2021;12;523732;CAPS II;1;0,19093734963683717
12;AC;Acre;12002;Baixo Acre e Purus;2022;12;523732;CAPS ALCOOL E DROGAS III - REGIONAL;1;0,19093734963683717
12;AC;Acre;12002;Baixo Acre e Purus;2022;12;523732;CAPS I;3;0,28640602445525576
12;AC;Acre;12002;Baixo Acre e Purus;2022;12;523732;CAPS II;1;0,19093734963683717
12;AC;Acre;12003;Juruá e Tarauacá/Envira;2018;12;235227;CAPS I;1;0,2125606329205406
12;AC;Acre;12003;Juruá e Tarauacá/Envira;2018;12;235227;CAPS II;1;0,4251212658410812
12;AC;Acre;12003;Juruá e Tarauacá/Envira;2019;12;235227;CAPS I;1;0,2125606329205406
12;AC;Acre;12003;Juruá e Tarauacá/Envira;2019;12;235227;CAPS II;1;0,4251212658410812
12;AC;Acre;12003;Juruá e Tarauacá/Envira;2020;12;235227;CAPS I;1;0,2125606329205406
12;AC;Acre;12003;Juruá e Tarauacá/Envira;2020;12;235227;CAPS II;1;0,4251212658410812
12;AC;Acre;12003;Juruá e Tarauacá/Envira;2021;12;235227;CAPS I;1;0,2125606329205406
12;AC;Acre;12003;Juruá e Tarauacá/Envira;2021;12;235227;CAPS II;1;0,4251212658410812
12;AC;Acre;12003;Juruá e Tarauacá/Envira;2021;12;235227;CAPS INFANTO/JUVENIL;1;0,4251212658410812
12;AC;Acre;12003;Juruá e Tarauacá/Envira;2022;12;235227;CAPS I;1;0,2125606329205406
12;AC;Acre;12003;Juruá e Tarauacá/Envira;2022;12;235227;CAPS II;1;0,4251212658410812
12;AC;Acre;12003;Juruá e Tarauacá/Envira;2022;12;235227;CAPS INFANTO/JUVENIL;1;0,4251212658410812
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2018;12;2391219;CAPS ALCOOL E DROGAS III - MUNICIPAL;1;0,04181967440037905
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2018;12;2391219;CAPS I;5;0,10454918600094763
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2018;12;2391219;CAPS III;3;0,18818853480170575
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2018;12;2391219;CAPS INFANTO/JUVENIL;1;0,04181967440037905
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2018;12;2391219;Não informado;1;0,0
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2019;12;2391219;CAPS ALCOOL E DROGAS III - MUNICIPAL;1;0,04181967440037905
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2019;12;2391219;CAPS I;7;0,14636886040132668
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2019;12;2391219;CAPS III;3;0,18818853480170575
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2019;12;2391219;CAPS INFANTO/JUVENIL;1;0,04181967440037905
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2020;12;2391219;CAPS ALCOOL E DROGAS III - MUNICIPAL;1;0,04181967440037905
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2020;12;2391219;CAPS I;7;0,14636886040132668
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2020;12;2391219;CAPS III;3;0,18818853480170575
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2020;12;2391219;CAPS INFANTO/JUVENIL;2;0,0836393488007581
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2021;12;2391219;CAPS ALCOOL E DROGAS III - MUNICIPAL;1;0,04181967440037905
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2021;12;2391219;CAPS I;8;0,1672786976015162
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2021;12;2391219;CAPS III;3;0,18818853480170575
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2021;12;2391219;CAPS INFANTO/JUVENIL;2;0,0836393488007581
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2022;12;2391219;CAPS ALCOOL E DROGAS III - MUNICIPAL;1;0,04181967440037905
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2022;12;2391219;CAPS I;10;0,20909837200189527
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2022;12;2391219;CAPS III;3;0,18818853480170575
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;2022;12;2391219;CAPS INFANTO/JUVENIL;2;0,0836393488007581
13;AM;Amazonas;13002;Rio Negro e Solimões;2018;12;275393;CAPS ALCOOL E DROGA;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;2018;12;275393;CAPS I;2;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;2018;12;275393;CAPS II;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;2019;12;275393;CAPS ALCOOL E DROGA;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;2019;12;275393;CAPS I;2;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;2019;12;275393;CAPS II;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;2020;12;275393;CAPS ALCOOL E DROGA;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;2020;12;275393;CAPS I;2;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;2020;12;275393;CAPS II;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;2021;12;275393;CAPS ALCOOL E DROGA;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;2021;12;275393;CAPS I;2;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;2021;12;275393;CAPS II;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;2022;12;275393;CAPS ALCOOL E DROGA;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;2022;12;275393;CAPS I;2;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;2022;12;275393;CAPS II;1;0,3631174358099153
13;AM;Amazonas;13003;Rio Madeira;2018;12;197592;CAPS I;5;1,2652334102595246
13;AM;Amazonas;13003;Rio Madeira;2019;12;197592;CAPS I;5;1,2652334102595246
13;AM;Amazonas;13003;Rio Madeira;2020;12;197592;CAPS I;5;1,2652334102595246
13;AM;Amazonas;13003;Rio Madeira;2021;12;197592;CAPS I;5;1,2652334102595246
13;AM;Amazonas;13003;Rio Madeira;2022;12;197592;CAPS I;5;1,2652334102595246
13;AM;Amazonas;13004;Médio Amazonas;2018;12;179877;CAPS II;1;0,5559354447761526
13;AM;Amazonas;13004;Médio Amazonas;2019;12;179877;CAPS II;1;0,5559354447761526
13;AM;Amazonas;13004;Médio Amazonas;2020;12;179877;CAPS II;1;0,5559354447761526
13;AM;Amazonas;13004;Médio Amazonas;2021;12;179877;CAPS II;1;0,5559354447761526
13;AM;Amazonas;13004;Médio Amazonas;2022;12;179877;CAPS II;1;0,5559354447761526
13;AM;Amazonas;13005;Baixo Amazonas;2018;12;232675;CAPS I;1;0,21489201676157732
13;AM;Amazonas;13005;Baixo Amazonas;2018;12;232675;CAPS II;1;0,42978403352315464
13;AM;Amazonas;13005;Baixo Amazonas;2019;12;232675;CAPS I;1;0,21489201676157732
13;AM;Amazonas;13005;Baixo Amazonas;2019;12;232675;CAPS II;1;0,42978403352315464
13;AM;Amazonas;13005;Baixo Amazonas;2020;12;232675;CAPS I;1;0,21489201676157732
13;AM;Amazonas;13005;Baixo Amazonas;2020;12;232675;CAPS II;1;0,42978403352315464
13;AM;Amazonas;13005;Baixo Amazonas;2021;12;232675;CAPS ALCOOL E DROGA;1;0,42978403352315464
13;AM;Amazonas;13005;Baixo Amazonas;2021;12;232675;CAPS I;1;0,21489201676157732
13;AM;Amazonas;13005;Baixo Amazonas;2021;12;232675;CAPS II;1;0,42978403352315464
13;AM;Amazonas;13005;Baixo Amazonas;2022;12;232675;CAPS ALCOOL E DROGA;1;0,42978403352315464
13;AM;Amazonas;13005;Baixo Amazonas;2022;12;232675;CAPS I;1;0,21489201676157732
13;AM;Amazonas;13005;Baixo Amazonas;2022;12;232675;CAPS II;1;0,42978403352315464
13;AM;Amazonas;13006;Regional Purus;2018;12;142594;CAPS I;1;0,3506458897288806
13;AM;Amazonas;13006;Regional Purus;2019;12;142594;CAPS I;1;0,3506458897288806
13;AM;Amazonas;13006;Regional Purus;2020;12;142594;CAPS I;1;0,3506458897288806
13;AM;Amazonas;13006;Regional Purus;2021;12;142594;CAPS I;2;0,7012917794577612
13;AM;Amazonas;13006;Regional Purus;2022;12;142594;CAPS I;2;0,7012917794577612
13;AM;Amazonas;13007;Regional Juruá;2018;12;128362;CAPS I;3;1,1685701375796576
13;AM;Amazonas;13007;Regional Juruá;2019;12;128362;CAPS I;4;1,5580935167728767
13;AM;Amazonas;13007;Regional Juruá;2020;12;128362;CAPS I;4;1,5580935167728767
13;AM;Amazonas;13007;Regional Juruá;2021;12;128362;CAPS I;4;1,5580935167728767
13;AM;Amazonas;13007;Regional Juruá;2022;12;128362;CAPS I;2;0,7790467583864383
13;AM;Amazonas;13008;Triângulo;2018;12;140143;CAPS II;1;0,7135568669145087
13;AM;Amazonas;13008;Triângulo;2019;12;140143;CAPS II;1;0,7135568669145087
13;AM;Amazonas;13008;Triângulo;2020;12;140143;CAPS II;1;0,7135568669145087
13;AM;Amazonas;13008;Triângulo;2021;12;140143;CAPS II;1;0,7135568669145087
13;AM;Amazonas;13008;Triângulo;2022;12;140143;CAPS II;1;0,7135568669145087
13;AM;Amazonas;13009;Alto Solimões;2018;12;264407;CAPS I;1;0,18910240651722535
13;AM;Amazonas;13009;Alto Solimões;2019;12;264407;CAPS I;1;0,18910240651722535
13;AM;Amazonas;13009;Alto Solimões;2020;12;264407;CAPS I;1;0,18910240651722535
13;AM;Amazonas;13009;Alto Solimões;2021;12;264407;CAPS I;1;0,18910240651722535
13;AM;Amazonas;13009;Alto Solimões;2022;12;264407;CAPS I;1;0,18910240651722535
14;RR;Roraima;14001;Centro Norte;2018;12;548335;CAPS ALCOOL E DROGAS III - REGIONAL;1;0,182370266351774
14;RR;Roraima;14001;Centro Norte;2018;12;548335;CAPS I;5;0,455925665879435
14;RR;Roraima;14001;Centro Norte;2018;12;548335;CAPS II;1;0,182370266351774
14;RR;Roraima;14001;Centro Norte;2018;12;548335;CAPS III;1;0,273555399527661
14;RR;Roraima;14001;Centro Norte;2019;12;548335;CAPS ALCOOL E DROGAS III - REGIONAL;1;0,182370266351774
14;RR;Roraima;14001;Centro Norte;2019;12;548335;CAPS I;5;0,455925665879435
14;RR;Roraima;14001;Centro Norte;2019;12;548335;CAPS II;1;0,182370266351774
14;RR;Roraima;14001;Centro Norte;2019;12;548335;CAPS III;1;0,273555399527661
14;RR;Roraima;14001;Centro Norte;2020;12;548335;CAPS ALCOOL E DROGAS III - REGIONAL;1;0,182370266351774
14;RR;Roraima;14001;Centro Norte;2020;12;548335;CAPS I;5;0,455925665879435
14;RR;Roraima;14001;Centro Norte;2020;12;548335;CAPS II;1;0,182370266351774
14;RR;Roraima;14001;Centro Norte;2020;12;548335;CAPS III;1;0,273555399527661
14;RR;Roraima;14001;Centro Norte;2021;12;548335;CAPS ALCOOL E DROGAS III - REGIONAL;1;0,182370266351774
14;RR;Roraima;14001;Centro Norte;2021;12;548335;CAPS I;6;0,547110799055322
14;RR;Roraima;14001;Centro Norte;2021;12;548335;CAPS II;1;0,182370266351774
14;RR;Roraima;14001;Centro Norte;2021;12;548335;CAPS III;1;0,273555399527661
14;RR;Roraima;14001;Centro Norte;2022;12;548335;CAPS ALCOOL E DROGAS III - REGIONAL;1;0,182370266351774
14;RR;Roraima;14001;Centro Norte;2022;12;548335;CAPS I;6;0,547110799055322
14;RR;Roraima;14001;Centro Norte;2022;12;548335;CAPS II;1;0,182370266351774
14;RR;Roraima;14001;Centro Norte;2022;12;548335;CAPS III;1;0,273555399527661
14;RR;Roraima;14002;Sul;2018;12;86470;CAPS I;3;1,7347056782699202
14;RR;Roraima;14002;Sul;2019;12;86470;CAPS I;2;1,1564704521799467
14;RR;Roraima;14002;Sul;2020;12;86470;CAPS I;2;1,1564704521799467
14;RR;Roraima;14002;Sul;2021;12;86470;CAPS I;2;1,1564704521799467
14;RR;Roraima;14002;Sul;2022;12;86470;CAPS I;2;1,1564704521799467
15;PA;Pará;15001;Araguaia;2018;12;477554;CAPS I;10;1,0470020144318757
15;PA;Pará;15001;Araguaia;2018;12;477554;CAPS II;1;0,20940040288637515
15;PA;Pará;15001;Araguaia;2019;12;477554;CAPS I;10;1,0470020144318757
15;PA;Pará;15001;Araguaia;2019;12;477554;CAPS II;1;0,20940040288637515
15;PA;Pará;15001;Araguaia;2020;12;477554;CAPS I;10;1,0470020144318757
15;PA;Pará;15001;Araguaia;2020;12;477554;CAPS II;1;0,20940040288637515
15;PA;Pará;15001;Araguaia;2021;12;477554;CAPS I;10;1,0470020144318757
15;PA;Pará;15001;Araguaia;2021;12;477554;CAPS II;1;0,20940040288637515
15;PA;Pará;15001;Araguaia;2022;12;477554;CAPS I;10;1,0470020144318757
15;PA;Pará;15001;Araguaia;2022;12;477554;CAPS II;1;0,20940040288637515
15;PA;Pará;15002;Baixo Amazonas;2018;12;864967;CAPS ALCOOL E DROGA;1;0,11561134702248756
15;PA;Pará;15002;Baixo Amazonas;2018;12;864967;CAPS I;2;0,11561134702248756
15;PA;Pará;15002;Baixo Amazonas;2018;12;864967;CAPS II;1;0,11561134702248756
15;PA;Pará;15002;Baixo Amazonas;2019;12;864967;CAPS ALCOOL E DROGA;1;0,11561134702248756
15;PA;Pará;15002;Baixo Amazonas;2019;12;864967;CAPS I;2;0,11561134702248756
15;PA;Pará;15002;Baixo Amazonas;2019;12;864967;CAPS II;1;0,11561134702248756
15;PA;Pará;15002;Baixo Amazonas;2020;12;864967;CAPS ALCOOL E DROGA;1;0,11561134702248756
15;PA;Pará;15002;Baixo Amazonas;2020;12;864967;CAPS I;2;0,11561134702248756
15;PA;Pará;15002;Baixo Amazonas;2020;12;864967;CAPS II;1;0,11561134702248756
15;PA;Pará;15002;Baixo Amazonas;2021;12;864967;CAPS ALCOOL E DROGA;1;0,11561134702248756
15;PA;Pará;15002;Baixo Amazonas;2021;12;864967;CAPS I;3;0,17341702053373134
15;PA;Pará;15002;Baixo Amazonas;2021;12;864967;CAPS II;1;0,11561134702248756
15;PA;Pará;15002;Baixo Amazonas;2022;12;864967;CAPS ALCOOL E DROGA;1;0,11561134702248756
15;PA;Pará;15002;Baixo Amazonas;2022;12;864967;CAPS I;6;0,3468340410674627
15;PA;Pará;15002;Baixo Amazonas;2022;12;864967;CAPS II;1;0,11561134702248756
15;PA;Pará;15002;Baixo Amazonas;2022;12;864967;CAPS INFANTO/JUVENIL;1;0,11561134702248756
15;PA;Pará;15003;Carajás;2018;12;935087;CAPS I;7;0,3742967231926013
15;PA;Pará;15003;Carajás;2018;12;935087;CAPS II;2;0,2138838418243436
15;PA;Pará;15003;Carajás;2019;12;935087;CAPS I;7;0,3742967231926013
15;PA;Pará;15003;Carajás;2019;12;935087;CAPS II;2;0,2138838418243436
15;PA;Pará;15003;Carajás;2020;12;935087;CAPS I;7;0,3742967231926013
15;PA;Pará;15003;Carajás;2020;12;935087;CAPS II;2;0,2138838418243436
15;PA;Pará;15003;Carajás;2021;12;935087;CAPS I;7;0,3742967231926013
15;PA;Pará;15003;Carajás;2021;12;935087;CAPS II;2;0,2138838418243436
15;PA;Pará;15003;Carajás;2022;12;935087;CAPS I;7;0,3742967231926013
15;PA;Pará;15003;Carajás;2022;12;935087;CAPS II;2;0,2138838418243436
15;PA;Pará;15004;Lago de Tucuruí;2018;12;335023;CAPS I;4;0,5969739391026885
15;PA;Pará;15004;Lago de Tucuruí;2018;12;335023;CAPS II;2;0,5969739391026885
15;PA;Pará;15004;Lago de Tucuruí;2019;12;335023;CAPS I;4;0,5969739391026885
15;PA;Pará;15004;Lago de Tucuruí;2019;12;335023;CAPS II;2;0,5969739391026885
15;PA;Pará;15004;Lago de Tucuruí;2020;12;335023;CAPS I;4;0,5969739391026885
15;PA;Pará;15004;Lago de Tucuruí;2020;12;335023;CAPS II;2;0,5969739391026885
15;PA;Pará;15004;Lago de Tucuruí;2021;12;335023;CAPS I;4;0,5969739391026885
15;PA;Pará;15004;Lago de Tucuruí;2021;12;335023;CAPS II;2;0,5969739391026885
15;PA;Pará;15004;Lago de Tucuruí;2022;12;335023;CAPS I;4;0,5969739391026885
15;PA;Pará;15004;Lago de Tucuruí;2022;12;335023;CAPS II;2;0,5969739391026885
15;PA;Pará;15006;Metropolitana I;2018;12;2084212;CAPS ALCOOL E DROGA;2;0,09595952810942457
15;PA;Pará;15006;Metropolitana I;2018;12;2084212;CAPS I;5;0,11994941013678072
15;PA;Pará;15006;Metropolitana I;2018;12;2084212;CAPS II;3;0,14393929216413687
15;PA;Pará;15006;Metropolitana I;2018;12;2084212;CAPS III;1;0,07196964608206843
15;PA;Pará;15006;Metropolitana I;2018;12;2084212;CAPS INFANTO/JUVENIL;1;0,047979764054712284
15;PA;Pará;15006;Metropolitana I;2018;12;2084212;Não informado;2;0,0
15;PA;Pará;15006;Metropolitana I;2019;12;2084212;CAPS ALCOOL E DROGA;4;0,19191905621884914
15;PA;Pará;15006;Metropolitana I;2019;12;2084212;CAPS I;5;0,11994941013678072
15;PA;Pará;15006;Metropolitana I;2019;12;2084212;CAPS II;3;0,14393929216413687
15;PA;Pará;15006;Metropolitana I;2019;12;2084212;CAPS III;1;0,07196964608206843
15;PA;Pará;15006;Metropolitana I;2019;12;2084212;CAPS INFANTO/JUVENIL;1;0,047979764054712284
15;PA;Pará;15006;Metropolitana I;2020;12;2084212;CAPS ALCOOL E DROGA;4;0,19191905621884914
15;PA;Pará;15006;Metropolitana I;2020;12;2084212;CAPS I;5;0,11994941013678072
15;PA;Pará;15006;Metropolitana I;2020;12;2084212;CAPS II;3;0,14393929216413687
15;PA;Pará;15006;Metropolitana I;2020;12;2084212;CAPS III;1;0,07196964608206843
15;PA;Pará;15006;Metropolitana I;2020;12;2084212;CAPS INFANTO/JUVENIL;1;0,047979764054712284
15;PA;Pará;15006;Metropolitana I;2021;12;2084212;CAPS ALCOOL E DROGA;4;0,19191905621884914
15;PA;Pará;15006;Metropolitana I;2021;12;2084212;CAPS I;5;0,11994941013678072
15;PA;Pará;15006;Metropolitana I;2021;12;2084212;CAPS II;3;0,14393929216413687
15;PA;Pará;15006;Metropolitana I;2021;12;2084212;CAPS III;1;0,07196964608206843
15;PA;Pará;15006;Metropolitana I;2021;12;2084212;CAPS INFANTO/JUVENIL;1;0,047979764054712284
15;PA;Pará;15006;Metropolitana I;2022;12;2084212;CAPS ALCOOL E DROGA;4;0,19191905621884914
