ESTADO_CODIGO;MUNICIPIO_CODIGO;SERVICO_ESPECIALIZADO_CODIGO;SERVICO_ESPECIALIZADO_CLASSIFICACAO_CODIGO;ANO;TOTAL_SERVICO_HOSPITALAR_SAUDE_MENTAL
12;120060;115;2;2019;1
12;120060;115;2;2020;1
12;120060;115;2;2021;1
12;120060;115;2;2022;1
13;130040;115;3;2018;1
13;130040;115;3;2019;1
13;130040;115;3;2020;1
13;130040;115;3;2021;1
13;130040;115;3;2022;1
13;130050;115;3;2022;1
13;130070;115;2;2020;1
13;130070;115;2;2021;1
13;130070;115;2;2022;1
13;130080;115;2;2021;1
13;130080;115;2;2022;1
13;130080;115;3;2018;1
13;130080;115;3;2019;1
13;130080;115;3;2020;1
13;130080;115;3;2021;1
13;130080;115;3;2022;1
13;130100;115;3;2020;1
13;130100;115;3;2021;1
13;130100;115;3;2022;1
13;130120;115;3;2018;1
13;130120;115;3;2019;1
13;130120;115;3;2020;1
13;130120;115;3;2021;1
13;130120;115;3;2022;1
13;130140;115;2;2018;1
13;130140;115;2;2019;1
13;130140;115;2;2020;1
13;130140;115;2;2021;1
13;130140;115;2;2022;1
13;130160;115;2;2020;1
13;130160;115;2;2021;1
13;130160;115;2;2022;1
13;130165;115;3;2022;1
13;130170;115;2;2019;1
13;130170;115;2;2020;1
13;130170;115;2;2021;1
13;130170;115;2;2022;1
13;130170;115;3;2020;1
13;130170;115;3;2021;1
13;130170;115;3;2022;1
13;130190;115;2;2018;1
13;130190;115;2;2019;1
13;130190;115;2;2020;1
13;130190;115;2;2021;1
13;130190;115;2;2022;1
13;130195;115;2;2021;1
13;130195;115;2;2022;1
13;130250;115;2;2018;1
13;130250;115;2;2019;1
13;130250;115;2;2020;1
13;130250;115;2;2021;1
13;130250;115;2;2022;1
13;130250;115;3;2022;1
13;130255;115;3;2022;1
13;130260;115;2;2018;8
13;130260;115;2;2019;8
13;130260;115;2;2020;8
13;130260;115;2;2021;10
13;130260;115;2;2022;10
13;130260;115;3;2018;1
13;130260;115;3;2019;1
13;130260;115;3;2020;1
13;130260;115;3;2021;1
13;130260;115;3;2022;1
13;130270;115;3;2020;1
13;130270;115;3;2021;1
13;130270;115;3;2022;1
13;130290;115;2;2021;1
13;130290;115;2;2022;1
13;130290;115;3;2022;1
13;130340;115;2;2018;1
13;130340;115;2;2019;1
13;130340;115;2;2020;1
13;130340;115;2;2021;1
13;130340;115;2;2022;1
13;130340;115;3;2018;2
13;130340;115;3;2019;2
13;130340;115;3;2020;2
13;130340;115;3;2021;2
13;130340;115;3;2022;2
13;130350;115;2;2022;1
13;130353;115;3;2022;1
13;130390;115;2;2021;1
13;130390;115;2;2022;1
13;130395;115;2;2022;1
13;130406;115;3;2022;1
13;130410;115;3;2021;1
13;130410;115;3;2022;1
13;130420;115;3;2018;1
13;130420;115;3;2019;1
13;130420;115;3;2020;1
13;130420;115;3;2021;1
13;130420;115;3;2022;1
13;130423;115;2;2020;1
13;130423;115;2;2021;1
13;130423;115;2;2022;1
14;140010;115;2;2018;4
14;140010;115;2;2019;4
14;140010;115;2;2020;4
14;140010;115;2;2021;4
14;140010;115;2;2022;3
14;140010;115;3;2018;1
14;140010;115;3;2019;1
14;140010;115;3;2020;2
14;140010;115;3;2021;2
14;140010;115;3;2022;2
14;140047;115;3;2018;1
14;140047;115;3;2019;1
14;140047;115;3;2020;1
14;140047;115;3;2021;1
14;140047;115;3;2022;1
15;150010;115;2;2018;1
15;150010;115;2;2019;1
15;150010;115;2;2020;2
15;150010;115;2;2021;2
15;150010;115;2;2022;2
15;150013;115;3;2018;1
15;150013;115;3;2019;1
15;150013;115;3;2020;1
15;150013;115;3;2021;1
15;150013;115;3;2022;1
15;150020;115;2;2018;1
15;150020;115;2;2019;1
15;150020;115;2;2020;1
15;150034;115;3;2021;1
15;150034;115;3;2022;1
15;150060;115;2;2020;1
15;150060;115;2;2021;1
15;150060;115;2;2022;1
15;150060;115;3;2020;1
15;150060;115;3;2021;1
15;150060;115;3;2022;1
15;150085;115;3;2019;1
15;150085;115;3;2020;1
15;150085;115;3;2021;1
15;150085;115;3;2022;1
15;150125;115;3;2022;1
15;150140;115;2;2018;10
15;150140;115;2;2019;12
15;150140;115;2;2020;12
15;150140;115;2;2021;13
15;150140;115;2;2022;13
15;150140;115;3;2018;2
15;150140;115;3;2019;2
15;150140;115;3;2020;2
15;150140;115;3;2021;2
15;150140;115;3;2022;2
15;150170;115;3;2018;1
15;150170;115;3;2019;1
15;150170;115;3;2020;1
15;150170;115;3;2021;1
15;150170;115;3;2022;1
15;150210;115;2;2018;1
15;150210;115;2;2019;1
15;150210;115;2;2020;1
15;150210;115;2;2021;1
15;150210;115;2;2022;1
15;150215;115;3;2018;1
15;150215;115;3;2019;1
15;150215;115;3;2020;1
15;150215;115;3;2021;1
15;150215;115;3;2022;1
15;150220;115;2;2022;1
15;150240;115;3;2022;1
15;150270;115;2;2018;1
15;150270;115;2;2019;1
15;150270;115;2;2020;1
15;150270;115;2;2021;1
15;150270;115;2;2022;1
15;150270;115;3;2018;1
15;150270;115;3;2019;1
15;150270;115;3;2020;1
15;150270;115;3;2021;1
15;150270;115;3;2022;1
15;150277;115;3;2018;1
15;150277;115;3;2019;1
15;150277;115;3;2020;1
15;150277;115;3;2021;1
15;150277;115;3;2022;1
15;150293;115;3;2022;1
15;150295;115;2;2022;1
15;150295;115;3;2022;1
15;150304;115;2;2018;1
15;150304;115;2;2019;1
15;150304;115;2;2020;1
15;150304;115;2;2021;1
15;150304;115;3;2018;1
15;150304;115;3;2019;1
15;150304;115;3;2021;1
15;150304;115;3;2022;1
15;150340;115;2;2018;1
15;150340;115;2;2019;1
15;150340;115;2;2020;1
15;150340;115;2;2021;1
15;150340;115;2;2022;1
15;150390;115;2;2018;1
15;150390;115;2;2019;2
15;150390;115;2;2020;2
15;150390;115;2;2021;2
15;150390;115;2;2022;2
15;150405;115;3;2019;1
15;150405;115;3;2020;1
15;150405;115;3;2021;1
15;150405;115;3;2022;1
15;150420;115;3;2018;1
15;150420;115;3;2019;1
15;150420;115;3;2020;1
15;150420;115;3;2021;1
15;150420;115;3;2022;1
15;150480;115;2;2020;1
15;150480;115;2;2021;1
15;150480;115;2;2022;1
15;150480;115;3;2021;1
15;150480;115;3;2022;1
15;150495;115;3;2020;1
15;150495;115;3;2021;1
15;150495;115;3;2022;1
15;150503;115;3;2019;1
15;150503;115;3;2020;1
15;150503;115;3;2021;1
15;150503;115;3;2022;1
15;150540;115;3;2018;1
15;150540;115;3;2019;1
15;150540;115;3;2020;1
15;150540;115;3;2021;1
15;150540;115;3;2022;1
15;150543;115;3;2018;1
15;150543;115;3;2019;1
15;150543;115;3;2020;1
15;150543;115;3;2021;1
15;150543;115;3;2022;1
15;150548;115;3;2018;1
15;150548;115;3;2019;1
15;150548;115;3;2020;1
15;150548;115;3;2021;1
15;150548;115;3;2022;1
15;150549;115;3;2020;1
15;150549;115;3;2021;1
15;150549;115;3;2022;1
15;150550;115;2;2020;1
15;150550;115;2;2021;1
15;150550;115;2;2022;1
15;150553;115;2;2018;1
15;150553;115;2;2019;1
15;150553;115;2;2020;1
15;150553;115;2;2021;1
15;150553;115;2;2022;1
15;150553;115;3;2018;1
15;150553;115;3;2019;1
15;150553;115;3;2020;1
15;150553;115;3;2021;1
15;150553;115;3;2022;1
15;150580;115;3;2022;1
15;150590;115;2;2018;1
15;150590;115;2;2019;1
15;150590;115;2;2020;1
15;150590;115;2;2021;1
15;150590;115;2;2022;1
15;150613;115;2;2019;1
15;150613;115;2;2020;1
15;150613;115;2;2021;1
15;150613;115;2;2022;1
15;150613;115;3;2018;2
15;150613;115;3;2019;2
15;150613;115;3;2020;2
15;150613;115;3;2021;2
15;150613;115;3;2022;2
15;150619;115;3;2018;1
15;150619;115;3;2019;1
15;150619;115;3;2020;1
15;150619;115;3;2021;1
15;150619;115;3;2022;1
15;150620;115;3;2018;1
15;150620;115;3;2019;1
15;150620;115;3;2020;1
15;150620;115;3;2021;1
15;150620;115;3;2022;1
15;150655;115;2;2018;1
15;150655;115;2;2019;1
15;150655;115;2;2021;1
15;150655;115;2;2022;1
15;150670;115;2;2018;1
15;150670;115;2;2019;1
15;150670;115;2;2020;1
15;150670;115;2;2021;1
15;150670;115;2;2022;1
15;150670;115;3;2021;1
15;150670;115;3;2022;1
15;150680;115;2;2018;1
15;150680;115;2;2019;1
15;150680;115;2;2020;1
15;150680;115;2;2021;1
15;150680;115;2;2022;1
15;150730;115;3;2018;1
15;150730;115;3;2019;1
15;150730;115;3;2020;1
15;150730;115;3;2021;1
15;150730;115;3;2022;1
15;150745;115;3;2018;1
15;150745;115;3;2019;1
15;150745;115;3;2020;1
15;150745;115;3;2021;1
15;150745;115;3;2022;1
15;150760;115;3;2018;1
15;150760;115;3;2019;1
15;150760;115;3;2020;1
15;150760;115;3;2021;1
15;150760;115;3;2022;1
15;150775;115;2;2021;1
15;150775;115;2;2022;1
15;150775;115;3;2021;1
15;150775;115;3;2022;1
15;150805;115;2;2019;1
15;150805;115;2;2020;1
15;150805;115;2;2021;1
15;150805;115;2;2022;1
15;150805;115;3;2018;1
15;150805;115;3;2019;1
15;150805;115;3;2020;1
15;150805;115;3;2021;1
15;150805;115;3;2022;1
15;150810;115;2;2018;1
15;150810;115;2;2019;1
15;150810;115;2;2020;1
15;150810;115;2;2021;1
15;150810;115;2;2022;1
15;150812;115;2;2018;1
15;150812;115;2;2019;1
15;150812;115;2;2020;1
15;150812;115;2;2021;1
15;150812;115;2;2022;1
15;150812;115;3;2021;1
15;150812;115;3;2022;1
15;150815;115;3;2022;1
15;150835;115;3;2018;1
15;150835;115;3;2019;1
15;150835;115;3;2020;1
15;150835;115;3;2021;1
15;150835;115;3;2022;1
15;150840;115;3;2018;1
15;150840;115;3;2019;1
15;150840;115;3;2020;1
15;150840;115;3;2021;1
15;150840;115;3;2022;1
16;160010;115;2;2022;1
16;160027;115;2;2020;1
16;160027;115;2;2021;1
16;160027;115;2;2022;1
16;160030;115;2;2018;1
16;160030;115;2;2019;1
16;160030;115;2;2020;1
16;160030;115;2;2021;1
16;160030;115;2;2022;1
16;160030;115;3;2018;1
16;160030;115;3;2019;1
16;160030;115;3;2020;1
16;160030;115;3;2021;1
16;160030;115;3;2022;1
16;160050;115;3;2018;1
16;160050;115;3;2019;1
16;160050;115;3;2020;1
16;160050;115;3;2021;1
16;160050;115;3;2022;1
17;170210;115;2;2018;2
17;170210;115;2;2019;2
17;170210;115;2;2020;2
17;170210;115;2;2021;2
17;170210;115;2;2022;2
17;170210;115;3;2018;1
17;170210;115;3;2019;1
17;170210;115;3;2020;1
17;170210;115;3;2021;1
17;170210;115;3;2022;1
17;170820;115;2;2018;1
17;170820;115;2;2019;1
17;170820;115;2;2020;1
17;170820;115;2;2021;1
17;170820;115;2;2022;1
17;170820;115;3;2018;1
17;170820;115;3;2019;1
17;170820;115;3;2020;1
17;170820;115;3;2021;1
17;170820;115;3;2022;1
17;170930;115;2;2018;1
17;170930;115;2;2019;1
17;170930;115;2;2020;1
17;170930;115;2;2021;1
17;170930;115;2;2022;1
17;170930;115;3;2018;1
17;170930;115;3;2019;1
17;170930;115;3;2020;1
17;170930;115;3;2021;1
17;170930;115;3;2022;1
17;171320;115;2;2018;1
17;171320;115;2;2019;1
17;171320;115;2;2020;1
17;171320;115;2;2021;1
17;171320;115;2;2022;1
17;171575;115;2;2022;1
17;171610;115;2;2018;1
17;171610;115;2;2019;1
17;171610;115;2;2020;1
17;171610;115;2;2021;1
17;171610;115;2;2022;1
17;171610;115;3;2018;1
17;171610;115;3;2019;1
17;171610;115;3;2020;1
17;171610;115;3;2021;1
17;171610;115;3;2022;1
17;171620;115;3;2018;1
17;171620;115;3;2019;1
17;171620;115;3;2020;1
17;171620;115;3;2021;1
17;171620;115;3;2022;1
17;171650;115;3;2021;1
17;171650;115;3;2022;1
17;171750;115;3;2018;1
17;171750;115;3;2019;1
17;171750;115;3;2020;1
17;171750;115;3;2021;1
17;171750;115;3;2022;1
17;171820;115;2;2018;1
17;171820;115;2;2019;1
17;171820;115;2;2020;1
17;171820;115;2;2021;1
17;171820;115;2;2022;1
17;171820;115;3;2018;1
17;171820;115;3;2019;1
17;171820;115;3;2020;1
17;171820;115;3;2021;1
17;171820;115;3;2022;1
17;172100;115;2;2020;1
17;172100;115;2;2021;1
17;172100;115;2;2022;2
17;172100;115;3;2018;1
17;172100;115;3;2019;1
17;172100;115;3;2020;2
17;172100;115;3;2021;2
17;172100;115;3;2022;2
17;172120;115;3;2018;1
17;172120;115;3;2019;1
17;172120;115;3;2020;1
17;172120;115;3;2021;1
17;172120;115;3;2022;1
21;210047;115;3;2018;1
21;210047;115;3;2019;1
21;210047;115;3;2020;1
21;210047;115;3;2021;1
21;210047;115;3;2022;1
21;210060;115;2;2022;1
21;210060;115;3;2018;1
21;210060;115;3;2019;1
21;210060;115;3;2020;1
21;210060;115;3;2021;1
21;210060;115;3;2022;1
21;210110;115;2;2022;1
21;210120;115;3;2018;1
21;210120;115;3;2019;1
21;210120;115;3;2020;1
21;210120;115;3;2021;1
21;210120;115;3;2022;1
21;210140;115;3;2018;1
21;210140;115;3;2019;1
21;210140;115;3;2020;1
21;210140;115;3;2021;1
21;210140;115;3;2022;1
21;210177;115;2;2022;1
21;210177;115;3;2021;1
21;210177;115;3;2022;1
21;210200;115;3;2018;1
21;210200;115;3;2019;1
21;210200;115;3;2020;1
21;210200;115;3;2021;1
21;210200;115;3;2022;1
21;210280;115;3;2018;1
21;210280;115;3;2019;1
21;210280;115;3;2020;1
21;210280;115;3;2021;1
21;210280;115;3;2022;1
21;210300;115;2;2020;1
21;210300;115;2;2021;1
21;210300;115;2;2022;1
21;210330;115;3;2018;1
21;210330;115;3;2019;1
21;210330;115;3;2020;1
21;210330;115;3;2021;1
21;210330;115;3;2022;1
21;210400;115;3;2018;1
21;210400;115;3;2019;1
21;210400;115;3;2020;1
21;210400;115;3;2021;1
21;210400;115;3;2022;1
21;210405;115;3;2018;1
21;210405;115;3;2019;1
21;210405;115;3;2020;1
21;210405;115;3;2021;1
21;210405;115;3;2022;1
21;210455;115;2;2021;1
21;210455;115;2;2022;1
21;210465;115;3;2018;1
21;210465;115;3;2019;1
21;210465;115;3;2020;1
21;210465;115;3;2021;1
21;210465;115;3;2022;1
21;210467;115;3;2020;1
21;210467;115;3;2021;1
21;210467;115;3;2022;1
21;210480;115;2;2022;1
21;210530;115;2;2018;2
21;210530;115;2;2019;2
21;210530;115;2;2020;1
21;210530;115;2;2021;1
21;210530;115;2;2022;3
21;210550;115;3;2018;1
21;210550;115;3;2019;1
21;210550;115;3;2020;1
21;210550;115;3;2021;1
21;210550;115;3;2022;1
21;210600;115;3;2020;1
21;210600;115;3;2021;1
21;210600;115;3;2022;1
21;210632;115;2;2021;1
21;210632;115;2;2022;1
21;210700;115;2;2021;1
21;210700;115;2;2022;1
21;210735;115;2;2019;1
21;210735;115;2;2020;1
21;210735;115;2;2021;1
21;210735;115;2;2022;1
21;210770;115;2;2022;1
21;210770;115;3;2022;1
21;210820;115;3;2018;1
21;210820;115;3;2019;1
21;210820;115;3;2020;1
21;210820;115;3;2021;1
21;210820;115;3;2022;1
21;210870;115;2;2022;1
21;210870;115;3;2022;1
21;210900;115;3;2021;1
21;210900;115;3;2022;1
21;210920;115;3;2019;1
21;210920;115;3;2020;1
21;210920;115;3;2021;1
21;210920;115;3;2022;1
21;210923;115;2;2022;1
21;210945;115;2;2019;1
21;210980;115;3;2019;1
21;210980;115;3;2020;1
21;210980;115;3;2021;1
21;210980;115;3;2022;1
21;210990;115;3;2018;1
21;210990;115;3;2019;1
21;210990;115;3;2020;1
21;210990;115;3;2021;1
21;210990;115;3;2022;1
21;211000;115;3;2018;1
21;211000;115;3;2019;1
21;211000;115;3;2020;1
21;211000;115;3;2021;1
21;211000;115;3;2022;1
21;211050;115;3;2021;1
21;211050;115;3;2022;1
21;211090;115;3;2019;1
21;211090;115;3;2020;1
21;211090;115;3;2021;1
21;211090;115;3;2022;1
21;211107;115;2;2021;1
21;211107;115;2;2022;1
21;211110;115;3;2018;1
21;211110;115;3;2019;1
21;211110;115;3;2020;1
21;211110;115;3;2021;1
21;211110;115;3;2022;1
21;211120;115;2;2019;2
21;211120;115;2;2020;2
21;211120;115;2;2021;2
21;211120;115;2;2022;2
21;211130;115;2;2018;12
21;211130;115;2;2019;13
21;211130;115;2;2020;13
21;211130;115;2;2021;14
21;211130;115;2;2022;14
21;211150;115;3;2018;1
21;211150;115;3;2019;1
21;211150;115;3;2020;1
21;211150;115;3;2021;1
21;211150;115;3;2022;1
21;211170;115;3;2020;1
21;211170;115;3;2021;1
21;211170;115;3;2022;1
21;211176;115;2;2022;1
21;211180;115;3;2018;1
21;211180;115;3;2019;1
21;211180;115;3;2020;1
21;211180;115;3;2021;1
21;211180;115;3;2022;1
21;211190;115;3;2022;1
21;211220;115;2;2018;1
21;211220;115;2;2019;1
21;211220;115;2;2020;1
21;211220;115;2;2021;1
21;211220;115;2;2022;1
21;211300;115;3;2018;1
21;211300;115;3;2019;1
21;211300;115;3;2020;1
21;211300;115;3;2021;1
21;211300;115;3;2022;1
21;211400;115;2;2018;2
21;211400;115;2;2019;2
21;211400;115;2;2020;1
21;211400;115;2;2021;1
22;220040;115;2;2022;1
22;220520;115;3;2018;1
22;220520;115;3;2019;1
22;220520;115;3;2020;1
22;220520;115;3;2021;1
22;220520;115;3;2022;1
22;220770;115;2;2018;1
22;220770;115;2;2019;1
22;220770;115;2;2020;1
22;220770;115;2;2021;1
22;220770;115;2;2022;1
22;220770;115;3;2018;1
22;220770;115;3;2019;1
22;220770;115;3;2020;1
22;220770;115;3;2021;1
22;220770;115;3;2022;1
22;220780;115;2;2021;1
22;220780;115;2;2022;1
22;220780;115;3;2018;1
22;220780;115;3;2019;1
22;220780;115;3;2020;1
22;220780;115;3;2021;1
22;220780;115;3;2022;1
22;220840;115;3;2018;1
22;220840;115;3;2019;1
22;220840;115;3;2020;1
22;220840;115;3;2021;1
22;220840;115;3;2022;1
22;221060;115;3;2018;1
22;221060;115;3;2019;1
22;221060;115;3;2020;1
22;221060;115;3;2021;1
22;221060;115;3;2022;1
22;221100;115;2;2020;1
22;221100;115;2;2021;2
22;221100;115;2;2022;3
22;221100;115;3;2018;1
22;221100;115;3;2019;1
22;221100;115;3;2020;1
22;221100;115;3;2021;1
22;221100;115;3;2022;1
22;221170;115;2;2022;1
23;230020;115;3;2021;1
23;230020;115;3;2022;1
23;230030;115;3;2019;1
23;230030;115;3;2020;1
23;230030;115;3;2021;1
23;230030;115;3;2022;1
23;230040;115;3;2019;1
23;230040;115;3;2020;1
23;230040;115;3;2021;1
23;230040;115;3;2022;1
23;230100;115;2;2022;1
23;230110;115;3;2018;1
23;230110;115;3;2019;1
23;230110;115;3;2020;1
23;230110;115;3;2021;1
23;230110;115;3;2022;1
23;230120;115;3;2019;1
23;230120;115;3;2020;1
23;230120;115;3;2021;1
23;230120;115;3;2022;1
23;230160;115;3;2018;1
23;230160;115;3;2019;1
23;230160;115;3;2020;1
23;230160;115;3;2021;1
23;230160;115;3;2022;1
23;230185;115;3;2022;1
23;230230;115;3;2019;1
23;230230;115;3;2020;1
23;230230;115;3;2021;1
23;230230;115;3;2022;1
23;230240;115;3;2021;1
23;230240;115;3;2022;1
23;230250;115;2;2018;1
23;230250;115;2;2019;1
23;230250;115;2;2020;1
23;230250;115;2;2021;1
23;230250;115;2;2022;1
23;230250;115;3;2021;1
23;230250;115;3;2022;1
23;230280;115;3;2018;1
23;230280;115;3;2019;1
23;230280;115;3;2020;1
23;230280;115;3;2021;1
23;230280;115;3;2022;1
23;230310;115;3;2018;1
23;230310;115;3;2019;1
23;230320;115;2;2018;1
23;230320;115;2;2019;1
23;230320;115;2;2020;1
23;230320;115;3;2022;1
23;230365;115;3;2018;1
23;230365;115;3;2019;1
23;230365;115;3;2020;1
23;230365;115;3;2021;1
23;230365;115;3;2022;1
23;230370;115;3;2018;1
23;230370;115;3;2019;1
23;230370;115;3;2020;1
23;230370;115;3;2021;1
23;230370;115;3;2022;1
23;230380;115;3;2018;1
23;230380;115;3;2019;1
23;230380;115;3;2020;1
23;230380;115;3;2021;1
23;230380;115;3;2022;1
23;230393;115;3;2018;1
23;230393;115;3;2019;1
23;230393;115;3;2020;1
23;230393;115;3;2021;1
23;230393;115;3;2022;1
23;230423;115;3;2019;1
23;230423;115;3;2020;1
23;230423;115;3;2021;1
23;230423;115;3;2022;1
23;230425;115;3;2018;1
23;230425;115;3;2019;1
23;230425;115;3;2020;1
23;230425;115;3;2021;1
23;230425;115;3;2022;1
23;230428;115;3;2018;1
23;230428;115;3;2019;1
23;230428;115;3;2020;1
23;230428;115;3;2021;1
23;230428;115;3;2022;1
23;230430;115;3;2018;1
23;230430;115;3;2019;1
23;230430;115;3;2020;1
23;230430;115;3;2021;1
23;230430;115;3;2022;1
23;230440;115;2;2018;8
23;230440;115;2;2019;8
23;230440;115;2;2020;10
23;230440;115;2;2021;9
23;230440;115;2;2022;9
23;230440;115;3;2018;5
23;230440;115;3;2019;6
23;230440;115;3;2020;6
23;230440;115;3;2021;6
23;230440;115;3;2022;7
23;230470;115;3;2021;1
23;230470;115;3;2022;1
23;230480;115;3;2018;1
23;230480;115;3;2019;1
23;230480;115;3;2020;1
23;230480;115;3;2021;1
23;230480;115;3;2022;1
23;230500;115;3;2018;1
23;230500;115;3;2019;1
23;230500;115;3;2020;1
23;230500;115;3;2021;1
23;230500;115;3;2022;1
23;230526;115;2;2022;1
23;230526;115;3;2022;1
23;230530;115;3;2018;1
23;230530;115;3;2019;1
23;230530;115;3;2020;1
23;230530;115;3;2021;1
23;230530;115;3;2022;1
23;230540;115;3;2022;1
23;230550;115;3;2018;1
23;230550;115;3;2019;1
23;230550;115;3;2020;1
23;230550;115;3;2021;1
23;230550;115;3;2022;1
23;230560;115;2;2022;1
23;230580;115;3;2018;1
23;230580;115;3;2019;1
23;230580;115;3;2020;1
23;230580;115;3;2021;1
23;230580;115;3;2022;1
23;230655;115;3;2021;1
23;230655;115;3;2022;1
23;230670;115;3;2018;1
23;230670;115;3;2019;1
23;230670;115;3;2020;1
23;230670;115;3;2021;1
23;230670;115;3;2022;1
23;230730;115;2;2018;1
23;230730;115;2;2019;1
23;230730;115;2;2020;1
23;230730;115;2;2021;1
23;230730;115;2;2022;1
23;230730;115;3;2022;1
23;230760;115;3;2022;1
23;230765;115;2;2018;1
23;230765;115;2;2019;1
23;230765;115;2;2020;1
23;230765;115;2;2021;2
23;230765;115;2;2022;2
23;230765;115;3;2018;1
23;230765;115;3;2019;1
23;230765;115;3;2020;1
23;230765;115;3;2021;1
23;230765;115;3;2022;1
23;230770;115;3;2018;1
23;230770;115;3;2019;1
23;230770;115;3;2020;1
23;230770;115;3;2021;1
23;230770;115;3;2022;1
23;230780;115;3;2021;1
23;230780;115;3;2022;1
23;230790;115;2;2022;1
23;230790;115;3;2022;1
23;230810;115;3;2022;1
23;230830;115;3;2019;1
23;230830;115;3;2020;1
23;230830;115;3;2021;1
23;230830;115;3;2022;1
23;230890;115;3;2019;1
23;230890;115;3;2020;1
23;230890;115;3;2021;1
23;230890;115;3;2022;1
23;230940;115;3;2020;1
23;230940;115;3;2021;1
23;230940;115;3;2022;1
23;230945;115;3;2018;1
23;230945;115;3;2019;1
23;230945;115;3;2020;1
23;230945;115;3;2021;1
23;230945;115;3;2022;1
23;230950;115;3;2018;1
23;230950;115;3;2019;1
23;230950;115;3;2020;1
23;230950;115;3;2021;1
23;230950;115;3;2022;1
23;231030;115;3;2020;1
23;231030;115;3;2021;1
23;231030;115;3;2022;1
23;231080;115;3;2019;1
23;231080;115;3;2020;1
23;231080;115;3;2021;1
23;231080;115;3;2022;1
23;231100;115;3;2022;1
23;231130;115;2;2018;1
23;231130;115;2;2019;1
23;231130;115;2;2020;1
23;231130;115;2;2021;1
23;231130;115;2;2022;1
23;231130;115;3;2018;1
23;231130;115;3;2019;1
23;231130;115;3;2020;1
23;231130;115;3;2021;1
23;231130;115;3;2022;1
23;231140;115;3;2018;1
23;231140;115;3;2019;1
23;231140;115;3;2020;1
23;231140;115;3;2021;1
23;231140;115;3;2022;1
23;231220;115;3;2021;1
23;231220;115;3;2022;1
23;231230;115;3;2018;1
23;231230;115;3;2019;1
23;231230;115;3;2020;1
23;231230;115;3;2021;1
23;231230;115;3;2022;1
23;231240;115;3;2018;1
23;231240;115;3;2019;1
23;231240;115;3;2020;1
23;231240;115;3;2021;1
23;231240;115;3;2022;1
23;231270;115;3;2018;1
23;231270;115;3;2019;1
